doi,collection_date,abstract_views,full_text_views,pdf_downloads
10.1101/2020.01.09.900266,Mar 2020,60,14,30
10.1101/2020.01.09.900266,Apr 2020,47,11,27
10.1101/2020.01.09.900282,Jan 2020,546,9,109
10.1101/2020.01.09.900282,Feb 2020,80,46,25
10.1101/2020.01.09.900282,Mar 2020,194,23,34
10.1101/2020.01.09.900282,Apr 2020,54,5,31
10.1101/2020.01.09.900308,Jan 2020,1460,97,387
10.1101/2020.01.09.900308,Feb 2020,228,34,59
10.1101/2020.01.09.900308,Mar 2020,188,49,89
10.1101/2020.01.09.900308,Apr 2020,78,6,51
10.1101/2020.01.09.900316,Jan 2020,694,35,197
10.1101/2020.01.09.900316,Feb 2020,100,38,47
10.1101/2020.01.09.900316,Mar 2020,92,20,29
10.1101/2020.01.09.900316,Apr 2020,31,6,19
10.1101/2020.01.09.900332,Jan 2020,306,12,74
10.1101/2020.01.09.900332,Feb 2020,72,14,42
10.1101/2020.01.09.900332,Mar 2020,41,15,21
10.1101/2020.01.09.900332,Apr 2020,27,1,19
10.1101/2020.01.09.900365,Jan 2020,462,38,139
10.1101/2020.01.09.900365,Feb 2020,51,17,11
10.1101/2020.01.09.900365,Mar 2020,35,15,7
10.1101/2020.01.09.900365,Apr 2020,17,2,11
10.1101/2020.01.09.900373,Jan 2020,298,7,48
10.1101/2020.01.09.900373,Feb 2020,55,26,16
10.1101/2020.01.09.900373,Mar 2020,37,13,15
10.1101/2020.01.09.900373,Apr 2020,15,6,12
10.1101/2020.01.09.900407,Jan 2020,542,32,146
10.1101/2020.01.09.900407,Feb 2020,95,19,57
10.1101/2020.01.09.900407,Mar 2020,59,20,20
10.1101/2020.01.09.900407,Apr 2020,61,13,48
10.1101/2020.01.09.900423,Jan 2020,1056,27,232
10.1101/2020.01.09.900423,Feb 2020,154,21,65
10.1101/2020.01.09.900423,Mar 2020,310,26,121
10.1101/2020.01.09.900423,Apr 2020,85,20,50
10.1101/2020.01.09.900464,Jan 2020,426,13,119
10.1101/2020.01.09.900464,Feb 2020,71,27,39
10.1101/2020.01.09.900464,Mar 2020,63,35,40
10.1101/2020.01.09.900464,Apr 2020,37,28,28
10.1101/2020.01.09.900480,Jan 2020,468,14,85
10.1101/2020.01.09.900480,Feb 2020,73,33,20
10.1101/2020.01.09.900480,Mar 2020,57,31,24
10.1101/2020.01.09.900480,Apr 2020,21,15,23
10.1101/2020.01.09.900498,Jan 2020,1280,74,447
10.1101/2020.01.09.900498,Feb 2020,177,61,89
10.1101/2020.01.09.900498,Mar 2020,95,56,55
10.1101/2020.01.09.900498,Apr 2020,161,44,165
10.1101/2020.01.09.900514,Jan 2020,431,15,67
10.1101/2020.01.09.900514,Feb 2020,68,30,31
10.1101/2020.01.09.900514,Mar 2020,41,14,17
10.1101/2020.01.09.900514,Apr 2020,33,8,28
10.1101/2020.01.09.900530,Jan 2020,509,12,106
10.1101/2020.01.09.900530,Feb 2020,84,18,30
10.1101/2020.01.09.900530,Mar 2020,66,14,27
10.1101/2020.01.09.900530,Apr 2020,55,4,34
10.1101/2020.01.09.900548,Jan 2020,361,12,64
10.1101/2020.01.09.900548,Feb 2020,43,19,16
10.1101/2020.01.09.900548,Mar 2020,57,14,22
10.1101/2020.01.09.900548,Apr 2020,26,3,19
10.1101/2020.01.09.900555,Jan 2020,364,22,184
10.1101/2020.01.09.900555,Feb 2020,96,26,32
10.1101/2020.01.09.900555,Mar 2020,73,25,44
10.1101/2020.01.09.900555,Apr 2020,66,28,29
10.1101/2020.01.09.900563,Jan 2020,457,14,79
10.1101/2020.01.09.900563,Feb 2020,60,27,20
10.1101/2020.01.09.900563,Mar 2020,37,14,12
10.1101/2020.01.09.900563,Apr 2020,12,2,11
10.1101/2020.01.09.900571,Jan 2020,501,8,132
10.1101/2020.01.09.900571,Feb 2020,62,23,18
10.1101/2020.01.09.900571,Mar 2020,41,16,16
10.1101/2020.01.09.900571,Apr 2020,23,3,15
10.1101/2020.01.09.900589,Jan 2020,1138,36,344
10.1101/2020.01.09.900589,Feb 2020,104,43,78
10.1101/2020.01.09.900589,Mar 2020,67,14,85
10.1101/2020.01.09.900589,Apr 2020,94,7,123
10.1101/2020.01.09.900605,Jan 2020,670,21,207
10.1101/2020.01.09.900605,Feb 2020,105,35,47
10.1101/2020.01.09.900605,Mar 2020,84,27,39
10.1101/2020.01.09.900605,Apr 2020,83,16,47
10.1101/2020.01.09.900639,Jan 2020,386,13,77
10.1101/2020.01.09.900639,Feb 2020,53,25,25
10.1101/2020.01.09.900639,Mar 2020,57,14,24
10.1101/2020.01.09.900639,Apr 2020,50,10,27
10.1101/2020.01.09.900654,Jan 2020,623,17,99
10.1101/2020.01.09.900654,Feb 2020,112,106,43
10.1101/2020.01.09.900654,Mar 2020,62,30,30
10.1101/2020.01.09.900654,Apr 2020,33,16,33
10.1101/2020.01.09.900670,Jan 2020,417,10,92
10.1101/2020.01.09.900670,Feb 2020,58,16,13
10.1101/2020.01.09.900670,Mar 2020,26,11,9
10.1101/2020.01.09.900670,Apr 2020,23,4,15
10.1101/2020.01.09.900696,Jan 2020,435,5,70
10.1101/2020.01.09.900696,Feb 2020,59,20,13
10.1101/2020.01.09.900696,Mar 2020,54,14,26
10.1101/2020.01.09.900696,Apr 2020,23,2,13
10.1101/2020.01.09.900712,Jan 2020,447,18,127
10.1101/2020.01.09.900712,Feb 2020,83,27,104
10.1101/2020.01.09.900712,Mar 2020,61,28,61
10.1101/2020.01.09.900712,Apr 2020,46,25,112
10.1101/2020.01.09.900738,Jan 2020,1853,58,474
10.1101/2020.01.09.900738,Feb 2020,172,31,98
10.1101/2020.01.09.900738,Mar 2020,107,24,56
10.1101/2020.01.09.900738,Apr 2020,157,15,97
10.1101/2020.01.09.900746,Jan 2020,273,9,59
10.1101/2020.01.09.900746,Feb 2020,57,21,17
10.1101/2020.01.09.900746,Mar 2020,44,12,12
10.1101/2020.01.09.900746,Apr 2020,15,6,23
10.1101/2020.01.09.900753,Jan 2020,1020,104,204
10.1101/2020.01.09.900753,Feb 2020,173,66,61
10.1101/2020.01.09.900753,Mar 2020,149,56,41
10.1101/2020.01.09.900753,Apr 2020,118,55,41
10.1101/2020.01.09.900761,Jan 2020,628,10,133
10.1101/2020.01.09.900761,Feb 2020,67,16,20
10.1101/2020.01.09.900761,Mar 2020,45,16,6
10.1101/2020.01.09.900761,Apr 2020,15,3,13
10.1101/2020.01.09.900787,Jan 2020,370,8,64
10.1101/2020.01.09.900787,Feb 2020,64,17,14
10.1101/2020.01.09.900787,Mar 2020,47,11,8
10.1101/2020.01.09.900787,Apr 2020,22,3,12
10.1101/2020.01.09.900829,Jan 2020,1307,82,300
10.1101/2020.01.09.900829,Feb 2020,287,101,111
10.1101/2020.01.09.900829,Mar 2020,107,27,38
10.1101/2020.01.09.900829,Apr 2020,115,46,81
10.1101/2020.01.09.900845,Jan 2020,644,27,162
10.1101/2020.01.09.900845,Feb 2020,94,25,46
10.1101/2020.01.09.900845,Mar 2020,100,22,58
10.1101/2020.01.09.900845,Apr 2020,56,6,52
10.1101/2020.01.09.900860,Jan 2020,381,24,80
10.1101/2020.01.09.900860,Feb 2020,93,28,22
10.1101/2020.01.09.900860,Mar 2020,60,21,23
10.1101/2020.01.09.900860,Apr 2020,34,22,29
10.1101/2020.01.09.900894,Jan 2020,1861,64,532
10.1101/2020.01.09.900894,Feb 2020,275,76,79
10.1101/2020.01.09.900894,Mar 2020,267,55,76
10.1101/2020.01.09.900894,Apr 2020,162,19,59
10.1101/2020.01.09.900902,Jan 2020,597,15,102
10.1101/2020.01.09.900902,Feb 2020,72,16,36
10.1101/2020.01.09.900902,Mar 2020,52,13,35
10.1101/2020.01.09.900902,Apr 2020,30,3,28
10.1101/2020.01.09.900944,Jan 2020,492,11,74
10.1101/2020.01.09.900944,Feb 2020,67,21,17
10.1101/2020.01.09.900944,Mar 2020,71,16,18
10.1101/2020.01.09.900944,Apr 2020,41,15,28
10.1101/2020.01.09.900969,Jan 2020,524,11,116
10.1101/2020.01.09.900969,Feb 2020,88,23,38
10.1101/2020.01.09.900969,Mar 2020,73,18,40
10.1101/2020.01.09.900969,Apr 2020,90,8,45
10.1101/2020.01.09.900993,Jan 2020,372,16,77
10.1101/2020.01.09.900993,Feb 2020,66,27,15
10.1101/2020.01.09.900993,Mar 2020,39,18,11
10.1101/2020.01.09.900993,Apr 2020,35,22,14
10.1101/2020.01.09.901009,Jan 2020,430,63,157
10.1101/2020.01.09.901009,Feb 2020,86,38,42
10.1101/2020.01.09.901009,Mar 2020,66,44,46
10.1101/2020.01.09.901009,Apr 2020,55,13,51
10.1101/2020.01.09.901025,Jan 2020,224,11,57
10.1101/2020.01.09.901025,Feb 2020,33,18,7
10.1101/2020.01.09.901025,Mar 2020,29,14,10
10.1101/2020.01.09.901025,Apr 2020,12,2,12
10.1101/2020.01.09.901033,Jan 2020,617,9,177
10.1101/2020.01.09.901033,Feb 2020,101,19,38
10.1101/2020.01.09.901033,Mar 2020,46,11,21
10.1101/2020.01.09.901033,Apr 2020,25,2,17
10.1101/2020.01.09.901041,Jan 2020,496,18,111
10.1101/2020.01.09.901041,Feb 2020,94,21,61
10.1101/2020.01.09.901041,Mar 2020,75,40,60
10.1101/2020.01.09.901041,Apr 2020,37,2,37
10.1101/2020.01.09.901074,Jan 2020,373,13,52
10.1101/2020.01.09.901074,Feb 2020,84,20,8
10.1101/2020.01.09.901074,Mar 2020,105,27,29
10.1101/2020.01.09.901074,Apr 2020,56,11,26
10.1101/2020.01.09.901108,Jan 2020,381,14,63
10.1101/2020.01.09.901108,Feb 2020,70,37,23
10.1101/2020.01.09.901108,Mar 2020,73,31,42
10.1101/2020.01.09.901108,Apr 2020,24,14,20
10.1101/2020.01.09.901124,Jan 2020,439,10,80
10.1101/2020.01.09.901124,Feb 2020,57,19,19
10.1101/2020.01.09.901124,Mar 2020,31,15,10
10.1101/2020.01.09.901124,Apr 2020,17,2,11
10.1101/2020.01.09.901132,Jan 2020,309,10,65
10.1101/2020.01.09.901132,Feb 2020,80,16,15
10.1101/2020.01.09.901132,Mar 2020,48,22,20
10.1101/2020.01.09.901132,Apr 2020,25,12,13
10.1101/2020.01.09.901157,Jan 2020,414,16,81
10.1101/2020.01.09.901157,Feb 2020,51,19,17
10.1101/2020.01.09.901157,Mar 2020,49,31,13
10.1101/2020.01.09.901157,Apr 2020,18,20,18
10.1101/2020.01.10.891226,Jan 2020,464,19,84
10.1101/2020.01.10.891226,Feb 2020,69,57,23
10.1101/2020.01.10.891226,Mar 2020,45,21,15
10.1101/2020.01.10.891226,Apr 2020,36,19,19
10.1101/2020.01.10.892158,Jan 2020,1152,35,233
10.1101/2020.01.10.892158,Feb 2020,142,49,83
10.1101/2020.01.10.892158,Mar 2020,94,27,48
10.1101/2020.01.10.892158,Apr 2020,93,15,77
10.1101/2020.01.10.893024,Jan 2020,1955,48,617
10.1101/2020.01.10.893024,Feb 2020,258,36,107
10.1101/2020.01.10.893024,Mar 2020,277,36,122
10.1101/2020.01.10.893024,Apr 2020,106,8,53
10.1101/2020.01.10.893099,Jan 2020,604,8,92
10.1101/2020.01.10.893099,Feb 2020,64,48,29
10.1101/2020.01.10.893099,Mar 2020,53,20,27
10.1101/2020.01.10.893099,Apr 2020,27,4,18
10.1101/2020.01.10.894238,Jan 2020,1462,NA,394
10.1101/2020.01.10.894238,Feb 2020,259,NA,69
10.1101/2020.01.10.894238,Mar 2020,138,NA,76
10.1101/2020.01.10.894238,Apr 2020,80,NA,35
10.1101/2020.01.10.895037,Jan 2020,420,14,103
10.1101/2020.01.10.895037,Feb 2020,90,17,32
10.1101/2020.01.10.895037,Mar 2020,51,27,25
10.1101/2020.01.10.895037,Apr 2020,51,17,32
10.1101/2020.01.10.895714,Jan 2020,820,NA,253
10.1101/2020.01.10.895714,Feb 2020,244,NA,89
10.1101/2020.01.10.895714,Mar 2020,129,NA,36
10.1101/2020.01.10.895714,Apr 2020,79,NA,34
10.1101/2020.01.10.896415,Jan 2020,441,14,91
10.1101/2020.01.10.896415,Feb 2020,97,37,44
10.1101/2020.01.10.896415,Mar 2020,47,11,29
10.1101/2020.01.10.896415,Apr 2020,21,5,35
10.1101/2020.01.10.897116,Jan 2020,2585,100,751
10.1101/2020.01.10.897116,Feb 2020,262,95,158
10.1101/2020.01.10.897116,Mar 2020,170,146,122
10.1101/2020.01.10.897116,Apr 2020,195,109,153
10.1101/2020.01.10.897363,Jan 2020,806,16,138
10.1101/2020.01.10.897363,Feb 2020,94,20,26
10.1101/2020.01.10.897363,Mar 2020,43,10,30
10.1101/2020.01.10.897363,Apr 2020,34,11,17
10.1101/2020.01.10.898676,Jan 2020,613,34,156
10.1101/2020.01.10.898676,Feb 2020,152,33,50
10.1101/2020.01.10.898676,Mar 2020,88,19,45
10.1101/2020.01.10.898676,Apr 2020,60,13,30
10.1101/2020.01.10.898726,Jan 2020,434,22,126
10.1101/2020.01.10.898726,Feb 2020,82,31,26
10.1101/2020.01.10.898726,Mar 2020,69,22,37
10.1101/2020.01.10.898726,Apr 2020,43,15,49
10.1101/2020.01.10.899179,Jan 2020,414,10,118
10.1101/2020.01.10.899179,Feb 2020,81,25,29
10.1101/2020.01.10.899179,Mar 2020,39,9,22
10.1101/2020.01.10.899179,Apr 2020,59,11,32
10.1101/2020.01.10.899989,Jan 2020,385,56,116
10.1101/2020.01.10.899989,Feb 2020,100,52,68
10.1101/2020.01.10.899989,Mar 2020,121,57,99
10.1101/2020.01.10.899989,Apr 2020,37,41,78
10.1101/2020.01.10.900621,Jan 2020,499,14,97
10.1101/2020.01.10.900621,Feb 2020,72,23,18
10.1101/2020.01.10.900621,Mar 2020,62,14,17
10.1101/2020.01.10.900621,Apr 2020,44,6,28
10.1101/2020.01.10.900852,Jan 2020,672,6,102
10.1101/2020.01.10.900852,Feb 2020,59,18,30
10.1101/2020.01.10.900852,Mar 2020,46,12,18
10.1101/2020.01.10.900852,Apr 2020,30,5,24
10.1101/2020.01.10.900878,Jan 2020,363,11,77
10.1101/2020.01.10.900878,Feb 2020,65,18,28
10.1101/2020.01.10.900878,Mar 2020,56,21,26
10.1101/2020.01.10.900878,Apr 2020,32,4,15
10.1101/2020.01.10.900936,Jan 2020,811,29,146
10.1101/2020.01.10.900936,Feb 2020,71,18,18
10.1101/2020.01.10.900936,Mar 2020,57,16,15
10.1101/2020.01.10.900936,Apr 2020,183,9,52
10.1101/2020.01.10.900951,Jan 2020,480,11,144
10.1101/2020.01.10.900951,Feb 2020,112,23,79
10.1101/2020.01.10.900951,Mar 2020,90,20,41
10.1101/2020.01.10.900951,Apr 2020,46,8,30
10.1101/2020.01.10.901082,Jan 2020,627,36,102
10.1101/2020.01.10.901082,Feb 2020,94,39,86
10.1101/2020.01.10.901082,Mar 2020,69,18,17
10.1101/2020.01.10.901082,Apr 2020,22,16,15
10.1101/2020.01.10.901116,Jan 2020,524,26,147
10.1101/2020.01.10.901116,Feb 2020,80,21,32
10.1101/2020.01.10.901116,Mar 2020,56,14,22
10.1101/2020.01.10.901116,Apr 2020,51,5,45
10.1101/2020.01.10.901165,Jan 2020,364,15,115
10.1101/2020.01.10.901165,Feb 2020,46,19,25
10.1101/2020.01.10.901165,Mar 2020,41,13,19
10.1101/2020.01.10.901165,Apr 2020,68,24,61
10.1101/2020.01.10.901173,Jan 2020,470,36,185
10.1101/2020.01.10.901173,Feb 2020,127,31,70
10.1101/2020.01.10.901173,Mar 2020,101,22,69
10.1101/2020.01.10.901173,Apr 2020,43,3,46
10.1101/2020.01.10.901181,Jan 2020,649,28,1050
10.1101/2020.01.10.901181,Feb 2020,100,33,79
10.1101/2020.01.10.901181,Mar 2020,356,34,100
10.1101/2020.01.10.901181,Apr 2020,139,11,32
10.1101/2020.01.10.901207,Jan 2020,458,8,99
10.1101/2020.01.10.901207,Feb 2020,54,16,16
10.1101/2020.01.10.901207,Mar 2020,45,13,16
10.1101/2020.01.10.901207,Apr 2020,25,2,22
10.1101/2020.01.10.901223,Jan 2020,318,7,70
10.1101/2020.01.10.901223,Feb 2020,37,21,12
10.1101/2020.01.10.901223,Mar 2020,38,19,17
10.1101/2020.01.10.901223,Apr 2020,14,11,14
10.1101/2020.01.10.901256,Jan 2020,437,17,78
10.1101/2020.01.10.901256,Feb 2020,55,25,20
10.1101/2020.01.10.901256,Mar 2020,42,36,15
10.1101/2020.01.10.901256,Apr 2020,33,14,25
10.1101/2020.01.10.901272,Jan 2020,1840,29,270
10.1101/2020.01.10.901272,Feb 2020,188,22,57
10.1101/2020.01.10.901272,Mar 2020,97,28,22
10.1101/2020.01.10.901272,Apr 2020,97,33,25
10.1101/2020.01.10.901306,Jan 2020,873,48,212
10.1101/2020.01.10.901306,Feb 2020,101,25,61
10.1101/2020.01.10.901306,Mar 2020,51,18,36
10.1101/2020.01.10.901306,Apr 2020,62,8,32
10.1101/2020.01.10.901314,Jan 2020,336,22,59
10.1101/2020.01.10.901314,Feb 2020,33,25,14
10.1101/2020.01.10.901314,Mar 2020,29,14,16
10.1101/2020.01.10.901314,Apr 2020,18,4,16
10.1101/2020.01.10.901322,Jan 2020,683,5,125
10.1101/2020.01.10.901322,Feb 2020,88,40,41
10.1101/2020.01.10.901322,Mar 2020,73,13,33
10.1101/2020.01.10.901322,Apr 2020,34,3,18
10.1101/2020.01.10.901330,Jan 2020,794,32,231
10.1101/2020.01.10.901330,Feb 2020,160,27,36
10.1101/2020.01.10.901330,Mar 2020,94,13,45
10.1101/2020.01.10.901330,Apr 2020,83,13,21
10.1101/2020.01.10.901363,Jan 2020,512,17,88
10.1101/2020.01.10.901363,Feb 2020,57,18,14
10.1101/2020.01.10.901363,Mar 2020,65,13,16
10.1101/2020.01.10.901363,Apr 2020,32,1,13
10.1101/2020.01.10.901397,Jan 2020,470,13,108
10.1101/2020.01.10.901397,Feb 2020,51,16,19
10.1101/2020.01.10.901397,Mar 2020,39,11,15
10.1101/2020.01.10.901397,Apr 2020,15,3,10
10.1101/2020.01.10.901413,Jan 2020,365,4,83
10.1101/2020.01.10.901413,Feb 2020,69,21,23
10.1101/2020.01.10.901413,Mar 2020,57,13,19
10.1101/2020.01.10.901413,Apr 2020,22,5,15
10.1101/2020.01.10.901421,Jan 2020,519,9,99
10.1101/2020.01.10.901421,Feb 2020,47,14,18
10.1101/2020.01.10.901421,Mar 2020,50,14,26
10.1101/2020.01.10.901421,Apr 2020,13,1,10
10.1101/2020.01.10.901439,Jan 2020,333,9,57
10.1101/2020.01.10.901439,Feb 2020,51,20,20
10.1101/2020.01.10.901439,Mar 2020,39,11,21
10.1101/2020.01.10.901439,Apr 2020,50,18,34
10.1101/2020.01.10.901447,Jan 2020,304,8,52
10.1101/2020.01.10.901447,Feb 2020,37,19,8
10.1101/2020.01.10.901447,Mar 2020,29,10,10
10.1101/2020.01.10.901447,Apr 2020,12,13,15
10.1101/2020.01.10.901454,Jan 2020,316,5,51
10.1101/2020.01.10.901454,Feb 2020,45,17,7
10.1101/2020.01.10.901454,Mar 2020,39,12,9
10.1101/2020.01.10.901454,Apr 2020,12,2,9
10.1101/2020.01.10.901462,Jan 2020,692,16,141
10.1101/2020.01.10.901462,Feb 2020,97,18,20
10.1101/2020.01.10.901462,Mar 2020,71,12,14
10.1101/2020.01.10.901462,Apr 2020,46,4,28
10.1101/2020.01.10.901470,Jan 2020,402,9,65
10.1101/2020.01.10.901470,Feb 2020,52,33,27
10.1101/2020.01.10.901470,Mar 2020,39,24,16
10.1101/2020.01.10.901470,Apr 2020,22,8,15
10.1101/2020.01.10.901488,Jan 2020,444,3,57
10.1101/2020.01.10.901488,Feb 2020,47,17,15
10.1101/2020.01.10.901488,Mar 2020,55,15,16
10.1101/2020.01.10.901488,Apr 2020,33,5,18
10.1101/2020.01.10.901496,Jan 2020,586,20,93
10.1101/2020.01.10.901496,Feb 2020,67,23,24
10.1101/2020.01.10.901496,Mar 2020,53,34,32
10.1101/2020.01.10.901496,Apr 2020,41,19,32
10.1101/2020.01.10.901504,Jan 2020,436,5,98
10.1101/2020.01.10.901504,Feb 2020,49,15,17
10.1101/2020.01.10.901504,Mar 2020,35,12,11
10.1101/2020.01.10.901504,Apr 2020,14,2,18
10.1101/2020.01.10.901520,Jan 2020,216,10,93
10.1101/2020.01.10.901520,Feb 2020,74,20,33
10.1101/2020.01.10.901520,Mar 2020,50,14,32
10.1101/2020.01.10.901520,Apr 2020,46,17,31
10.1101/2020.01.10.901546,Jan 2020,479,17,144
10.1101/2020.01.10.901546,Feb 2020,100,27,27
10.1101/2020.01.10.901546,Mar 2020,51,13,21
10.1101/2020.01.10.901546,Apr 2020,53,7,41
10.1101/2020.01.10.901553,Jan 2020,866,5,159
10.1101/2020.01.10.901553,Feb 2020,92,40,45
10.1101/2020.01.10.901553,Mar 2020,77,11,52
10.1101/2020.01.10.901553,Apr 2020,41,6,34
10.1101/2020.01.10.901561,Jan 2020,437,8,118
10.1101/2020.01.10.901561,Feb 2020,108,18,26
10.1101/2020.01.10.901561,Mar 2020,47,12,29
10.1101/2020.01.10.901561,Apr 2020,23,4,20
10.1101/2020.01.10.901579,Jan 2020,1064,41,339
10.1101/2020.01.10.901579,Feb 2020,215,81,121
10.1101/2020.01.10.901579,Mar 2020,197,72,83
10.1101/2020.01.10.901579,Apr 2020,232,58,156
10.1101/2020.01.10.901587,Jan 2020,401,8,80
10.1101/2020.01.10.901587,Feb 2020,58,22,15
10.1101/2020.01.10.901587,Mar 2020,39,25,16
10.1101/2020.01.10.901587,Apr 2020,17,5,11
10.1101/2020.01.10.901603,Jan 2020,1025,49,160
10.1101/2020.01.10.901603,Feb 2020,174,33,35
10.1101/2020.01.10.901603,Mar 2020,98,19,22
10.1101/2020.01.10.901603,Apr 2020,88,25,35
10.1101/2020.01.10.901611,Jan 2020,832,51,177
10.1101/2020.01.10.901611,Feb 2020,218,57,64
10.1101/2020.01.10.901611,Mar 2020,173,54,65
10.1101/2020.01.10.901611,Apr 2020,42,28,28
10.1101/2020.01.10.901629,Jan 2020,247,4,42
10.1101/2020.01.10.901629,Feb 2020,40,17,12
10.1101/2020.01.10.901629,Mar 2020,18,9,6
10.1101/2020.01.10.901629,Apr 2020,20,2,16
10.1101/2020.01.10.901637,Jan 2020,873,17,270
10.1101/2020.01.10.901637,Feb 2020,168,46,74
10.1101/2020.01.10.901637,Mar 2020,55,8,18
10.1101/2020.01.10.901637,Apr 2020,149,25,68
10.1101/2020.01.10.901652,Jan 2020,1662,51,576
10.1101/2020.01.10.901652,Feb 2020,142,31,69
10.1101/2020.01.10.901652,Mar 2020,109,26,50
10.1101/2020.01.10.901652,Apr 2020,104,11,50
10.1101/2020.01.10.901660,Jan 2020,535,6,81
10.1101/2020.01.10.901660,Feb 2020,62,31,33
10.1101/2020.01.10.901660,Mar 2020,318,70,83
10.1101/2020.01.10.901660,Apr 2020,65,89,52
10.1101/2020.01.10.901678,Jan 2020,584,11,70
10.1101/2020.01.10.901678,Feb 2020,77,26,24
10.1101/2020.01.10.901678,Mar 2020,51,35,27
10.1101/2020.01.10.901678,Apr 2020,35,34,28
10.1101/2020.01.10.901686,Jan 2020,447,10,120
10.1101/2020.01.10.901686,Feb 2020,146,46,46
10.1101/2020.01.10.901686,Mar 2020,111,25,59
10.1101/2020.01.10.901686,Apr 2020,47,30,56
10.1101/2020.01.10.901702,Jan 2020,536,13,143
10.1101/2020.01.10.901702,Feb 2020,71,23,31
10.1101/2020.01.10.901702,Mar 2020,38,22,34
10.1101/2020.01.10.901702,Apr 2020,26,12,19
10.1101/2020.01.10.901710,Jan 2020,586,14,90
10.1101/2020.01.10.901710,Feb 2020,117,25,44
10.1101/2020.01.10.901710,Mar 2020,68,15,30
10.1101/2020.01.10.901710,Apr 2020,88,5,44
10.1101/2020.01.10.901728,Jan 2020,894,31,145
10.1101/2020.01.10.901728,Feb 2020,89,40,30
10.1101/2020.01.10.901728,Mar 2020,461,61,87
10.1101/2020.01.10.901728,Apr 2020,103,54,35
10.1101/2020.01.10.901736,Jan 2020,435,8,86
10.1101/2020.01.10.901736,Feb 2020,47,25,12
10.1101/2020.01.10.901736,Mar 2020,33,12,18
10.1101/2020.01.10.901736,Apr 2020,17,3,15
10.1101/2020.01.10.901769,Jan 2020,510,21,101
10.1101/2020.01.10.901769,Feb 2020,71,31,37
10.1101/2020.01.10.901769,Mar 2020,40,21,19
10.1101/2020.01.10.901769,Apr 2020,48,29,29
10.1101/2020.01.10.901793,Jan 2020,377,3,55
10.1101/2020.01.10.901793,Feb 2020,38,16,11
10.1101/2020.01.10.901793,Mar 2020,24,9,9
10.1101/2020.01.10.901793,Apr 2020,18,2,17
10.1101/2020.01.10.901801,Jan 2020,491,6,193
10.1101/2020.01.10.901801,Feb 2020,114,19,36
10.1101/2020.01.10.901801,Mar 2020,320,128,163
10.1101/2020.01.10.901801,Apr 2020,144,49,59
10.1101/2020.01.10.901835,Jan 2020,487,13,98
10.1101/2020.01.10.901835,Feb 2020,71,19,28
10.1101/2020.01.10.901835,Mar 2020,42,29,14
10.1101/2020.01.10.901835,Apr 2020,53,9,26
10.1101/2020.01.10.901843,Jan 2020,435,11,59
10.1101/2020.01.10.901843,Feb 2020,75,32,18
10.1101/2020.01.10.901843,Mar 2020,45,19,25
10.1101/2020.01.10.901843,Apr 2020,30,31,15
10.1101/2020.01.10.901876,Jan 2020,475,27,140
10.1101/2020.01.10.901876,Feb 2020,80,40,43
10.1101/2020.01.10.901876,Mar 2020,65,18,24
10.1101/2020.01.10.901876,Apr 2020,55,6,47
10.1101/2020.01.10.901900,Jan 2020,318,6,85
10.1101/2020.01.10.901900,Feb 2020,81,18,30
10.1101/2020.01.10.901900,Mar 2020,95,34,37
10.1101/2020.01.10.901900,Apr 2020,36,7,28
10.1101/2020.01.10.901926,Jan 2020,417,15,94
10.1101/2020.01.10.901926,Feb 2020,54,14,27
10.1101/2020.01.10.901926,Mar 2020,44,17,22
10.1101/2020.01.10.901926,Apr 2020,27,13,28
10.1101/2020.01.10.901934,Jan 2020,524,15,66
10.1101/2020.01.10.901934,Feb 2020,64,19,15
10.1101/2020.01.10.901934,Mar 2020,48,14,11
10.1101/2020.01.10.901934,Apr 2020,23,5,19
10.1101/2020.01.10.901967,Jan 2020,981,22,355
10.1101/2020.01.10.901967,Feb 2020,228,26,109
10.1101/2020.01.10.901967,Mar 2020,73,14,54
10.1101/2020.01.10.901967,Apr 2020,82,7,41
10.1101/2020.01.10.901975,Jan 2020,363,8,69
10.1101/2020.01.10.901975,Feb 2020,75,19,13
10.1101/2020.01.10.901975,Mar 2020,37,15,12
10.1101/2020.01.10.901975,Apr 2020,25,7,25
10.1101/2020.01.10.901983,Jan 2020,1802,40,361
10.1101/2020.01.10.901983,Feb 2020,193,131,65
10.1101/2020.01.10.901983,Mar 2020,135,40,51
10.1101/2020.01.10.901983,Apr 2020,90,31,54
10.1101/2020.01.10.901991,Jan 2020,583,22,260
10.1101/2020.01.10.901991,Feb 2020,92,25,40
10.1101/2020.01.10.901991,Mar 2020,55,34,33
10.1101/2020.01.10.901991,Apr 2020,40,8,32
10.1101/2020.01.10.902015,Jan 2020,459,18,99
10.1101/2020.01.10.902015,Feb 2020,85,22,28
10.1101/2020.01.10.902015,Mar 2020,270,26,67
10.1101/2020.01.10.902015,Apr 2020,91,12,36
10.1101/2020.01.10.902023,Jan 2020,435,11,43
10.1101/2020.01.10.902023,Feb 2020,55,20,13
10.1101/2020.01.10.902023,Mar 2020,36,17,20
10.1101/2020.01.10.902023,Apr 2020,28,9,27
10.1101/2020.01.10.902031,Jan 2020,525,10,95
10.1101/2020.01.10.902031,Feb 2020,264,29,44
10.1101/2020.01.10.902031,Mar 2020,95,53,27
10.1101/2020.01.10.902031,Apr 2020,40,23,21
