doi,collection_date,abstract_views,full_text_views,pdf_downloads
10.1101/2020.04.10.20061150,Apr 2020,2625,NA,1480
10.1101/2020.04.09.20057091,Apr 2020,1125,NA,299
10.1101/2020.04.10.20060558,Apr 2020,127731,NA,43023
10.1101/2020.04.09.20059964,Apr 2020,3567,NA,2300
10.1101/2020.04.09.20060202,Apr 2020,966,NA,361
10.1101/2020.04.09.20058594,Apr 2020,834,NA,263
10.1101/2020.04.09.20058941,Apr 2020,3142,NA,1316
10.1101/2020.04.09.20058859,Apr 2020,820,NA,204
10.1101/2020.04.09.20059626,Apr 2020,3990,NA,1072
10.1101/2020.04.09.20058875,Apr 2020,1719,NA,452
10.1101/2020.04.11.20055483,Apr 2020,1364,NA,806
10.1101/2020.04.09.20056366,Apr 2020,224,NA,48
10.1101/2020.04.08.20058180,Apr 2020,1196,NA,291
10.1101/2020.04.09.20059634,Apr 2020,645,NA,203
10.1101/2020.04.11.20059170,Apr 2020,2595,NA,618
10.1101/2020.04.11.20062018,Apr 2020,66000,NA,31097
10.1101/2020.04.11.20062158,Apr 2020,2769,NA,1080
10.1101/2020.04.12.20062380,Apr 2020,2611,NA,875
10.1101/2020.04.11.20062331,Apr 2020,3497,NA,5839
10.1101/2020.04.11.20058891,Apr 2020,2391,NA,789
10.1101/2020.04.11.20062042,Apr 2020,1932,NA,552
10.1101/2020.04.11.20062133,Apr 2020,41520,NA,21078
10.1101/2020.04.11.20062190,Apr 2020,2428,NA,625
10.1101/2020.04.11.20056010,Apr 2020,10559,NA,2617
10.1101/2020.04.10.20061267,Apr 2020,3069,NA,986
10.1101/2020.04.11.20061697,Apr 2020,999,NA,276
10.1101/2020.04.12.20059618,Apr 2020,56999,NA,9500
10.1101/2020.04.10.20061309,Apr 2020,312,NA,73
10.1101/2020.04.11.20062356,Apr 2020,4475,NA,1771
10.1101/2020.04.11.20061960,Apr 2020,1523,NA,643
10.1101/2020.04.10.20061259,Apr 2020,1090,NA,416
10.1101/2020.04.10.20060863,Apr 2020,1557,NA,529
10.1101/2020.04.12.20062604,Apr 2020,1144,NA,358
10.1101/2020.04.10.20060905,Apr 2020,8963,NA,3435
10.1101/2020.04.11.20062372,Apr 2020,7754,NA,1186
10.1101/2020.04.11.20061333,Apr 2020,1036,NA,340
10.1101/2020.04.11.20061507,Apr 2020,1063,NA,309
10.1101/2020.04.10.20061374,Apr 2020,1045,NA,389
10.1101/2020.04.11.20061739,Apr 2020,2847,NA,807
10.1101/2020.04.10.20061291,Apr 2020,947,NA,252
10.1101/2020.04.10.20061226,Apr 2020,2313,NA,714
10.1101/2020.04.10.20060780,Apr 2020,247,NA,39
10.1101/2020.04.10.20060822,Apr 2020,992,NA,385
10.1101/2020.04.11.20061465,Apr 2020,1070,NA,281
10.1101/2020.04.10.20061085,Apr 2020,777,NA,170
10.1101/2020.04.11.20061408,Apr 2020,1050,NA,358
10.1101/2020.04.10.20060871,Apr 2020,241,NA,61
10.1101/2020.04.12.20062562,Apr 2020,291,NA,58
10.1101/2020.04.10.20060855,Apr 2020,378,NA,96
10.1101/2020.04.11.20062091,Apr 2020,762,NA,251
10.1101/2020.04.11.20061952,Apr 2020,1067,NA,586
10.1101/2020.04.10.20060525,Apr 2020,1099,NA,234
10.1101/2020.04.12.20048298,Apr 2020,283,NA,56
10.1101/2020.04.12.20056150,Apr 2020,330,NA,48
10.1101/2020.04.12.20059972,Apr 2020,1180,NA,398
10.1101/2020.04.08.20057059,Apr 2020,223,NA,52
10.1101/2020.04.10.20060632,Apr 2020,797,NA,295
10.1101/2020.04.09.20058537,Apr 2020,395,NA,76
10.1101/2020.04.11.20061481,Apr 2020,1255,NA,585
10.1101/2020.04.12.20063008,Apr 2020,821,NA,232
10.1101/2020.04.11.20061721,Apr 2020,7606,NA,8718
10.1101/2020.04.12.20062869,Apr 2020,1963,NA,803
10.1101/2020.04.11.20061994,Apr 2020,2799,NA,804
10.1101/2020.04.13.20063545,Apr 2020,2592,NA,885
10.1101/2020.04.13.20063529,Apr 2020,4436,NA,1120
10.1101/2020.04.15.20060095,Apr 2020,3783,NA,1594
10.1101/2020.04.12.20045146,Apr 2020,274,NA,60
10.1101/2020.04.12.20061002,Apr 2020,1977,NA,955
10.1101/2020.04.12.20053926,Apr 2020,777,NA,202
10.1101/2020.04.14.20048025,Apr 2020,1296,NA,443
10.1101/2020.04.10.20061051,Apr 2020,1003,NA,419
10.1101/2020.04.12.20062943,Apr 2020,8680,NA,10130
10.1101/2020.04.12.20059709,Apr 2020,1070,NA,284
10.1101/2020.04.13.20063669,Apr 2020,11159,NA,5656
10.1101/2020.04.11.20061689,Apr 2020,292,NA,131
10.1101/2020.04.11.20062026,Apr 2020,2046,NA,699
10.1101/2020.04.12.20062679,Apr 2020,10188,NA,3481
10.1101/2020.04.11.20054643,Apr 2020,803,NA,321
10.1101/2020.04.13.20040980,Apr 2020,7656,NA,2067
10.1101/2020.04.11.20056523,Apr 2020,2260,NA,1407
10.1101/2020.04.12.20049882,Apr 2020,260,NA,50
10.1101/2020.04.14.20057612,Apr 2020,211,NA,34
10.1101/2020.04.14.20058263,Apr 2020,397,NA,68
10.1101/2020.04.14.20056580,Apr 2020,200,NA,70
10.1101/2020.04.15.20056531,Apr 2020,545,NA,133
10.1101/2020.04.10.20059949,Apr 2020,205,NA,62
10.1101/2020.04.13.20060467,Apr 2020,6609,NA,3508
10.1101/2020.04.16.20060566,Apr 2020,16566,NA,18186
10.1101/2020.04.14.20060491,Apr 2020,694,NA,266
10.1101/2020.04.12.20060079,Apr 2020,1071,NA,255
10.1101/2020.04.15.20057786,Apr 2020,1391,NA,627
10.1101/2020.04.14.20055038,Apr 2020,173,NA,25
10.1101/2020.04.14.20060756,Apr 2020,418,NA,62
10.1101/2020.04.11.20060749,Apr 2020,675,NA,212
10.1101/2020.04.16.20057513,Apr 2020,209,NA,41
10.1101/2020.04.11.20061366,Apr 2020,561,NA,194
10.1101/2020.04.13.20060798,Apr 2020,661,NA,299
10.1101/2020.04.11.20061143,Apr 2020,895,NA,195
10.1101/2020.04.13.20060228,Apr 2020,701,NA,170
10.1101/2020.04.13.20059253,Apr 2020,1727,NA,356
10.1101/2020.04.16.20061044,Apr 2020,708,NA,189
10.1101/2020.04.14.20061630,Apr 2020,185,NA,35
10.1101/2020.04.15.20061879,Apr 2020,224,NA,43
10.1101/2020.04.12.20062695,Apr 2020,1156,NA,475
10.1101/2020.04.11.20061887,Apr 2020,160,NA,43
10.1101/2020.04.11.20061911,Apr 2020,203,NA,34
10.1101/2020.04.11.20062125,Apr 2020,865,NA,339
10.1101/2020.04.13.20062802,Apr 2020,1188,NA,388
10.1101/2020.04.11.20061804,Apr 2020,11881,NA,6071
10.1101/2020.04.11.20061838,Apr 2020,1062,NA,313
10.1101/2020.04.11.20062109,Apr 2020,1649,NA,396
10.1101/2020.04.11.20061473,Apr 2020,14995,NA,4617
10.1101/2020.04.14.20059501,Apr 2020,1747,NA,693
10.1101/2020.04.14.20059733,Apr 2020,5149,NA,1740
10.1101/2020.04.12.20061929,Apr 2020,990,NA,271
10.1101/2020.04.12.20062166,Apr 2020,1460,NA,410
10.1101/2020.04.13.20063081,Apr 2020,212,NA,35
10.1101/2020.04.12.20062893,Apr 2020,1705,NA,774
10.1101/2020.04.12.20062919,Apr 2020,898,NA,293
10.1101/2020.04.12.20062588,Apr 2020,1085,NA,440
10.1101/2020.04.11.20062232,Apr 2020,4297,NA,877
10.1101/2020.04.13.20063164,Apr 2020,301,NA,39
10.1101/2020.04.13.20063099,Apr 2020,681,NA,197
10.1101/2020.04.12.20063032,Apr 2020,303,NA,93
10.1101/2020.04.12.20062646,Apr 2020,1478,NA,497
10.1101/2020.04.13.20063198,Apr 2020,1419,NA,641
10.1101/2020.04.14.20062810,Apr 2020,1472,NA,676
10.1101/2020.04.12.20063016,Apr 2020,380,NA,47
10.1101/2020.04.16.20063057,Apr 2020,290,NA,230
10.1101/2020.04.11.20062257,Apr 2020,2273,NA,590
10.1101/2020.04.13.20063560,Apr 2020,1194,NA,402
10.1101/2020.04.13.20063248,Apr 2020,1182,NA,454
10.1101/2020.04.16.20061127,Apr 2020,1260,NA,380
10.1101/2020.04.12.20062828,Apr 2020,1889,NA,862
10.1101/2020.04.12.20062794,Apr 2020,1387,NA,363
10.1101/2020.04.15.20063107,Apr 2020,1989,NA,710
10.1101/2020.04.12.20062661,Apr 2020,1486,NA,520
10.1101/2020.04.12.20062497,Apr 2020,647,NA,132
10.1101/2020.04.13.20063883,Apr 2020,348,NA,41
10.1101/2020.04.13.20064014,Apr 2020,1200,NA,396
10.1101/2020.04.13.20063768,Apr 2020,2001,NA,716
10.1101/2020.04.13.20063644,Apr 2020,1245,NA,443
10.1101/2020.04.13.20063610,Apr 2020,1133,NA,308
10.1101/2020.04.13.20063628,Apr 2020,2209,NA,465
10.1101/2020.04.13.20063388,Apr 2020,1186,NA,313
10.1101/2020.04.13.20063511,Apr 2020,633,NA,214
10.1101/2020.04.13.20063354,Apr 2020,1193,NA,380
10.1101/2020.04.13.20063412,Apr 2020,1186,NA,400
10.1101/2020.04.13.20063453,Apr 2020,649,NA,156
10.1101/2020.04.13.20063271,Apr 2020,724,NA,327
10.1101/2020.04.15.20062752,Apr 2020,801,NA,185
10.1101/2020.04.12.20062927,Apr 2020,543,NA,223
10.1101/2020.04.13.20062760,Apr 2020,1079,NA,351
10.1101/2020.04.13.20063404,Apr 2020,356,NA,63
10.1101/2020.04.13.20063776,Apr 2020,961,NA,336
10.1101/2020.04.14.20063636,Apr 2020,683,NA,181
10.1101/2020.04.11.20061713,Apr 2020,7814,NA,1804
10.1101/2020.04.13.20063305,Apr 2020,2318,NA,666
10.1101/2020.04.13.20063479,Apr 2020,1538,NA,335
10.1101/2020.04.13.20063461,Apr 2020,1006,NA,424
10.1101/2020.04.12.20063131,Apr 2020,263,NA,51
10.1101/2020.04.13.20064006,Apr 2020,332,NA,54
10.1101/2020.04.13.20063941,Apr 2020,1337,NA,940
10.1101/2020.04.13.20064089,Apr 2020,238,NA,68
10.1101/2020.04.13.20063925,Apr 2020,1144,NA,241
10.1101/2020.04.16.20067355,Apr 2020,1341,NA,575
10.1101/2020.04.13.20064022,Apr 2020,1266,NA,377
10.1101/2020.04.14.20064659,Apr 2020,978,NA,256
10.1101/2020.04.13.20064253,Apr 2020,569,NA,128
10.1101/2020.04.13.20064220,Apr 2020,1916,NA,600
10.1101/2020.04.13.20064048,Apr 2020,587,NA,132
10.1101/2020.04.13.20063933,Apr 2020,1381,NA,717
10.1101/2020.04.13.20064170,Apr 2020,753,NA,173
10.1101/2020.04.13.20064063,Apr 2020,356,NA,75
10.1101/2020.04.14.20064790,Apr 2020,920,NA,264
10.1101/2020.04.13.20064139,Apr 2020,797,NA,154
10.1101/2020.04.14.20064766,Apr 2020,1078,NA,285
10.1101/2020.04.13.20064519,Apr 2020,4330,NA,1363
10.1101/2020.04.13.20063701,Apr 2020,605,NA,130
10.1101/2020.04.13.20063792,Apr 2020,589,NA,127
10.1101/2020.04.14.20064733,Apr 2020,781,NA,230
10.1101/2020.04.16.20067405,Apr 2020,4728,NA,1776
10.1101/2020.04.13.20064402,Apr 2020,922,NA,223
10.1101/2020.04.13.20064295,Apr 2020,12703,NA,2376
10.1101/2020.04.14.20064923,Apr 2020,2618,NA,1130
10.1101/2020.04.14.20064956,Apr 2020,1340,NA,288
10.1101/2020.04.14.20065375,Apr 2020,1283,NA,567
10.1101/2020.04.14.20065607,Apr 2020,528,NA,165
10.1101/2020.04.14.20065862,Apr 2020,736,NA,205
10.1101/2020.04.14.20065813,Apr 2020,170,NA,40
10.1101/2020.04.13.20064360,Apr 2020,723,NA,142
10.1101/2020.04.14.20065094,Apr 2020,2353,NA,1480
10.1101/2020.04.14.20064592,Apr 2020,244,NA,40
10.1101/2020.04.14.20064683,Apr 2020,227,NA,60
10.1101/2020.04.14.20065326,Apr 2020,385,NA,56
10.1101/2020.04.14.20064808,Apr 2020,531,NA,177
10.1101/2020.04.14.20064675,Apr 2020,251,NA,41
10.1101/2020.04.14.20064782,Apr 2020,1038,NA,226
10.1101/2020.04.15.20066068,Apr 2020,1113,NA,287
10.1101/2020.04.14.20065417,Apr 2020,646,NA,177
10.1101/2020.04.15.20066019,Apr 2020,559,NA,162
10.1101/2020.04.13.20063784,Apr 2020,20526,NA,12339
10.1101/2020.04.13.20064162,Apr 2020,1109,NA,271
10.1101/2020.04.13.20064352,Apr 2020,1111,NA,378
10.1101/2020.04.13.20064436,Apr 2020,1089,NA,443
10.1101/2020.04.14.20065151,Apr 2020,1254,NA,278
10.1101/2020.04.14.20065292,Apr 2020,246,NA,37
10.1101/2020.04.14.20065524,Apr 2020,733,NA,210
10.1101/2020.04.14.20065664,Apr 2020,837,NA,192
10.1101/2020.04.14.20065557,Apr 2020,3023,NA,490
10.1101/2020.04.14.20065771,Apr 2020,15217,NA,50417
10.1101/2020.04.14.20065680,Apr 2020,2619,NA,677
10.1101/2020.04.14.20065722,Apr 2020,791,NA,266
10.1101/2020.04.14.20065730,Apr 2020,1579,NA,359
10.1101/2020.04.14.20065870,Apr 2020,230,NA,38
10.1101/2020.04.15.20067199,Apr 2020,1104,NA,330
10.1101/2020.04.15.20066050,Apr 2020,41359,NA,26769
10.1101/2020.04.17.20067348,Apr 2020,5970,NA,1832
10.1101/2020.04.14.20063958,Apr 2020,1467,NA,507
10.1101/2020.04.14.20063750,Apr 2020,4775,NA,2723
10.1101/2020.04.13.20064337,Apr 2020,273,NA,25
10.1101/2020.04.14.20064501,Apr 2020,1198,NA,287
10.1101/2020.04.14.20064840,Apr 2020,904,NA,268
10.1101/2020.04.14.20064824,Apr 2020,492,NA,110
10.1101/2020.04.14.20064949,Apr 2020,545,NA,153
10.1101/2020.04.14.20065128,Apr 2020,780,NA,262
10.1101/2020.04.14.20065201,Apr 2020,661,NA,131
10.1101/2020.04.14.20065227,Apr 2020,1200,NA,395
10.1101/2020.04.14.20065268,Apr 2020,610,NA,185
10.1101/2020.04.14.20065300,Apr 2020,747,NA,152
10.1101/2020.04.14.20065318,Apr 2020,932,NA,358
10.1101/2020.04.14.20065342,Apr 2020,552,NA,152
10.1101/2020.04.14.20065540,Apr 2020,781,NA,312
10.1101/2020.04.15.20065532,Apr 2020,2129,NA,632
10.1101/2020.04.14.20065698,Apr 2020,524,NA,134
10.1101/2020.04.14.20065821,Apr 2020,1196,NA,280
10.1101/2020.04.14.20036459,Apr 2020,305,NA,48
10.1101/2020.04.11.20062349,Apr 2020,8197,NA,3825
10.1101/2020.04.17.20053157,Apr 2020,85363,NA,29400
10.1101/2020.04.13.20063719,Apr 2020,286,NA,66
10.1101/2020.04.14.20063420,Apr 2020,1169,NA,314
10.1101/2020.04.14.20065466,Apr 2020,1061,NA,286
10.1101/2020.04.15.20063677,Apr 2020,372,NA,101
10.1101/2020.04.15.20067207,Apr 2020,727,NA,125
10.1101/2020.04.15.20065102,Apr 2020,1068,NA,226
10.1101/2020.04.15.20066647,Apr 2020,362,NA,90
10.1101/2020.04.15.20065938,Apr 2020,331,NA,60
10.1101/2020.04.15.20066472,Apr 2020,935,NA,389
10.1101/2020.04.15.20066621,Apr 2020,333,NA,53
10.1101/2020.04.14.20065631,Apr 2020,990,NA,134
10.1101/2020.04.15.20066183,Apr 2020,1012,NA,228
10.1101/2020.04.15.20061168,Apr 2020,993,NA,283
10.1101/2020.04.15.20066563,Apr 2020,230,NA,50
10.1101/2020.04.15.20065623,Apr 2020,4077,NA,1080
10.1101/2020.04.15.20065425,Apr 2020,1052,NA,241
10.1101/2020.04.15.20065995,Apr 2020,35648,NA,6680
10.1101/2020.04.15.20066308,Apr 2020,905,NA,284
10.1101/2020.04.15.20066613,Apr 2020,1316,NA,267
10.1101/2020.04.15.20066548,Apr 2020,1356,NA,287
10.1101/2020.04.15.20066498,Apr 2020,439,NA,47
10.1101/2020.04.15.20066324,Apr 2020,331,NA,43
10.1101/2020.04.14.20065896,Apr 2020,1639,NA,360
10.1101/2020.04.15.20065656,Apr 2020,240,NA,38
10.1101/2020.04.15.20066035,Apr 2020,497,NA,70
10.1101/2020.04.15.20066431,Apr 2020,5270,NA,10168
10.1101/2020.04.15.20066720,Apr 2020,1327,NA,387
10.1101/2020.04.15.20067256,Apr 2020,1403,NA,832
10.1101/2020.04.15.20066811,Apr 2020,792,NA,314
10.1101/2020.04.15.20067264,Apr 2020,809,NA,209
10.1101/2020.04.15.20066191,Apr 2020,242,NA,74
10.1101/2020.04.14.20060160,Apr 2020,113457,NA,52131
10.1101/2020.04.16.20067611,Apr 2020,1013,NA,322
10.1101/2020.04.16.20067645,Apr 2020,324,NA,84
10.1101/2020.04.16.20067652,Apr 2020,1523,NA,539
10.1101/2020.04.14.20064741,Apr 2020,741,NA,205
10.1101/2020.04.16.20067769,Apr 2020,274,NA,49
10.1101/2020.04.14.20064717,Apr 2020,285,NA,39
10.1101/2020.04.16.20067736,Apr 2020,223,NA,41
10.1101/2020.04.13.20064378,Apr 2020,1482,NA,283
10.1101/2020.04.16.20058677,Apr 2020,390,NA,61
10.1101/2020.04.15.20064485,Apr 2020,1647,NA,413
10.1101/2020.04.13.20064246,Apr 2020,342,NA,36
10.1101/2020.04.15.20065946,Apr 2020,623,NA,163
10.1101/2020.04.13.20064329,Apr 2020,1319,NA,379
10.1101/2020.04.15.20063578,Apr 2020,232,NA,48
10.1101/2020.04.14.20064618,Apr 2020,8663,NA,3413
10.1101/2020.04.14.20064535,Apr 2020,2412,NA,988
10.1101/2020.04.14.20065250,Apr 2020,748,NA,198
10.1101/2020.04.15.20066688,Apr 2020,12588,NA,3804
10.1101/2020.04.15.20066894,Apr 2020,939,NA,205
10.1101/2020.04.15.20067066,Apr 2020,4110,NA,1735
10.1101/2020.04.15.20066407,Apr 2020,22441,NA,28926
10.1101/2020.04.15.20067074,Apr 2020,21361,NA,9002
10.1101/2020.04.15.20067058,Apr 2020,1022,NA,243
10.1101/2020.04.15.20066712,Apr 2020,817,NA,279
10.1101/2020.04.15.20064980,Apr 2020,3392,NA,1213
10.1101/2020.04.15.20066100,Apr 2020,1432,NA,424
10.1101/2020.04.16.20067595,Apr 2020,274,NA,46
10.1101/2020.04.15.20066845,Apr 2020,1235,NA,549
10.1101/2020.04.15.20066993,Apr 2020,249,NA,38
10.1101/2020.04.15.20065755,Apr 2020,1488,NA,481
10.1101/2020.04.16.20067496,Apr 2020,1391,NA,311
10.1101/2020.04.15.20066001,Apr 2020,393,NA,45
10.1101/2020.04.15.20066746,Apr 2020,2048,NA,847
10.1101/2020.04.15.20067272,Apr 2020,1173,NA,475
10.1101/2020.04.15.20067025,Apr 2020,1074,NA,408
10.1101/2020.04.14.20065276,Apr 2020,9014,NA,2254
10.1101/2020.04.15.20067157,Apr 2020,5619,NA,2200
10.1101/2020.04.15.20066860,Apr 2020,1032,NA,311
10.1101/2020.04.16.20063990,Apr 2020,1033,NA,349
10.1101/2020.04.16.20058560,Apr 2020,1455,NA,374
10.1101/2020.04.17.20064691,Apr 2020,1640,NA,501
10.1101/2020.04.15.20064931,Apr 2020,4270,NA,1415
10.1101/2020.04.16.20065920,Apr 2020,262185,NA,328302
10.1101/2020.04.16.20060996,Apr 2020,270,NA,18
10.1101/2020.04.16.20062141,Apr 2020,4333,NA,10790
10.1101/2020.04.16.20064709,Apr 2020,1583,NA,412
10.1101/2020.04.16.20067306,Apr 2020,1350,NA,446
10.1101/2020.04.16.20063727,Apr 2020,1580,NA,405
10.1101/2020.04.15.20067041,Apr 2020,342,NA,36
10.1101/2020.04.17.20056622,Apr 2020,285,NA,35
10.1101/2020.04.16.20066787,Apr 2020,7173,NA,1971
10.1101/2020.04.16.20067231,Apr 2020,2058,NA,657
10.1101/2020.04.16.20066159,Apr 2020,961,NA,256
10.1101/2020.04.16.20067553,Apr 2020,1177,NA,393
10.1101/2020.04.16.20067504,Apr 2020,1324,NA,260
10.1101/2020.04.16.20067447,Apr 2020,883,NA,247
10.1101/2020.04.17.20058545,Apr 2020,5034,NA,3449
10.1101/2020.04.15.20066266,Apr 2020,4567,NA,859
10.1101/2020.04.17.20060251,Apr 2020,1317,NA,392
10.1101/2020.04.16.20068148,Apr 2020,2004,NA,839
10.1101/2020.04.14.20053587,Apr 2020,743,NA,171
10.1101/2020.04.17.20057125,Apr 2020,3661,NA,1385
10.1101/2020.04.20.20057141,Apr 2020,216,NA,49
10.1101/2020.04.18.20070482,Apr 2020,382,NA,56
10.1101/2020.04.20.20073304,Apr 2020,575,NA,225
10.1101/2020.04.16.20055608,Apr 2020,270,NA,70
10.1101/2020.04.17.20061242,Apr 2020,985,NA,294
10.1101/2020.04.17.20065441,Apr 2020,324,NA,56
10.1101/2020.04.17.20043869,Apr 2020,152,NA,32
10.1101/2020.04.17.20064469,Apr 2020,2133,NA,544
10.1101/2020.04.18.20070359,Apr 2020,223,NA,29
10.1101/2020.04.17.20066944,Apr 2020,282,NA,45
10.1101/2020.04.18.20065805,Apr 2020,249,NA,35
10.1101/2020.04.17.20065458,Apr 2020,265,NA,45
10.1101/2020.04.16.20061515,Apr 2020,292,NA,59
10.1101/2020.04.13.20064287,Apr 2020,6083,NA,905
10.1101/2020.04.16.20067421,Apr 2020,1397,NA,335
10.1101/2020.04.16.20067603,Apr 2020,909,NA,254
10.1101/2020.04.16.20067751,Apr 2020,1386,NA,672
10.1101/2020.04.16.20067587,Apr 2020,1292,NA,355
10.1101/2020.04.17.20064444,Apr 2020,1114,NA,314
10.1101/2020.04.17.20061440,Apr 2020,23483,NA,6967
10.1101/2020.04.20.20061861,Apr 2020,8364,NA,3285
10.1101/2020.04.19.20054262,Apr 2020,29262,NA,7893
10.1101/2020.04.17.20070292,Apr 2020,534,NA,125
10.1101/2020.04.17.20070318,Apr 2020,764,NA,270
10.1101/2020.04.16.20067454,Apr 2020,881,NA,206
10.1101/2020.04.12.20062687,Apr 2020,6484,NA,2210
10.1101/2020.04.18.20064774,Apr 2020,3100,NA,883
10.1101/2020.04.17.20059535,Apr 2020,672,NA,217
10.1101/2020.04.20.20071928,Apr 2020,973,NA,265
10.1101/2020.04.17.20070284,Apr 2020,670,NA,216
10.1101/2020.04.16.20031492,Apr 2020,252,NA,78
10.1101/2020.04.16.20067975,Apr 2020,2463,NA,670
10.1101/2020.04.18.20070367,Apr 2020,1265,NA,501
10.1101/2020.04.16.20067991,Apr 2020,1648,NA,734
10.1101/2020.04.16.20067884,Apr 2020,4297,NA,1213
10.1101/2020.04.17.20067942,Apr 2020,203,NA,51
10.1101/2020.04.16.20068379,Apr 2020,2488,NA,1280
10.1101/2020.04.16.20068205,Apr 2020,3840,NA,1275
10.1101/2020.04.16.20067918,Apr 2020,512,NA,101
10.1101/2020.04.16.20067801,Apr 2020,2004,NA,483
10.1101/2020.04.17.20068940,Apr 2020,173,NA,30
10.1101/2020.04.16.20067777,Apr 2020,196,NA,35
10.1101/2020.04.17.20068957,Apr 2020,249,NA,33
10.1101/2020.04.16.20068197,Apr 2020,150,NA,38
10.1101/2020.04.16.20068221,Apr 2020,125,NA,47
10.1101/2020.04.17.20068601,Apr 2020,5734,NA,872
10.1101/2020.04.17.20069617,Apr 2020,211,NA,38
10.1101/2020.04.17.20069716,Apr 2020,4957,NA,677
10.1101/2020.04.17.20069153,Apr 2020,214,NA,60
10.1101/2020.04.17.20068908,Apr 2020,691,NA,230
10.1101/2020.04.17.20069369,Apr 2020,179,NA,35
10.1101/2020.04.17.20068999,Apr 2020,194,NA,46
10.1101/2020.04.17.20068833,Apr 2020,179,NA,31
10.1101/2020.04.17.20069229,Apr 2020,818,NA,196
10.1101/2020.04.17.20070193,Apr 2020,181,NA,28
10.1101/2020.04.17.20070201,Apr 2020,143,NA,37
10.1101/2020.04.19.20069948,Apr 2020,1043,NA,257
10.1101/2020.04.17.20068916,Apr 2020,609,NA,212
10.1101/2020.04.17.20069211,Apr 2020,799,NA,212
10.1101/2020.04.17.20069351,Apr 2020,1126,NA,511
10.1101/2020.04.16.20068692,Apr 2020,887,NA,280
10.1101/2020.04.17.20068460,Apr 2020,1004,NA,316
10.1101/2020.04.17.20070052,Apr 2020,629,NA,221
10.1101/2020.04.17.20069823,Apr 2020,713,NA,186
10.1101/2020.04.17.20070102,Apr 2020,718,NA,171
10.1101/2020.04.17.20069567,Apr 2020,17944,NA,6900
10.1101/2020.04.17.20070094,Apr 2020,1070,NA,318
10.1101/2020.04.17.20070086,Apr 2020,2372,NA,977
10.1101/2020.04.16.20067728,Apr 2020,9645,NA,2798
10.1101/2020.04.17.20069526,Apr 2020,1455,NA,845
10.1101/2020.04.17.20069864,Apr 2020,1141,NA,1262
10.1101/2020.04.17.20069641,Apr 2020,2366,NA,522
10.1101/2020.04.17.20069062,Apr 2020,1372,NA,553
10.1101/2020.04.17.20070045,Apr 2020,1661,NA,582
10.1101/2020.04.17.20069435,Apr 2020,827,NA,223
10.1101/2020.04.17.20069187,Apr 2020,2873,NA,1283
10.1101/2020.04.17.20069773,Apr 2020,1086,NA,397
10.1101/2020.04.17.20069237,Apr 2020,633,NA,150
10.1101/2020.04.17.20069708,Apr 2020,1191,NA,375
10.1101/2020.04.17.20068775,Apr 2020,477,NA,121
10.1101/2020.04.17.20069393,Apr 2020,1005,NA,346
10.1101/2020.04.16.20068528,Apr 2020,928,NA,369
10.1101/2020.04.16.20068593,Apr 2020,252,NA,40
10.1101/2020.04.16.20068163,Apr 2020,1440,NA,450
10.1101/2020.04.17.20068585,Apr 2020,735,NA,224
10.1101/2020.04.16.20068445,Apr 2020,591,NA,142
10.1101/2020.04.16.20068411,Apr 2020,762,NA,212
10.1101/2020.04.16.20067835,Apr 2020,76770,NA,28508
10.1101/2020.04.17.20068577,Apr 2020,1161,NA,355
10.1101/2020.04.16.20068031,Apr 2020,550,NA,118
10.1101/2020.04.16.20068403,Apr 2020,721,NA,239
10.1101/2020.04.16.20068312,Apr 2020,452,NA,111
10.1101/2020.04.16.20068213,Apr 2020,1220,NA,370
10.1101/2020.04.17.20069799,Apr 2020,426,NA,91
10.1101/2020.04.17.20069898,Apr 2020,858,NA,184
10.1101/2020.04.17.20069724,Apr 2020,747,NA,264
10.1101/2020.04.17.20069666,Apr 2020,1038,NA,297
10.1101/2020.04.17.20069484,Apr 2020,177,NA,30
10.1101/2020.04.17.20069278,Apr 2020,427,NA,117
10.1101/2020.04.17.20069500,Apr 2020,712,NA,175
10.1101/2020.04.16.20068643,Apr 2020,169,NA,43
10.1101/2020.04.17.20069476,Apr 2020,157,NA,39
10.1101/2020.04.17.20069179,Apr 2020,549,NA,212
10.1101/2020.04.17.20069443,Apr 2020,838,NA,315
10.1101/2020.04.17.20069021,Apr 2020,795,NA,157
10.1101/2020.04.17.20069245,Apr 2020,448,NA,147
10.1101/2020.04.17.20069161,Apr 2020,846,NA,373
10.1101/2020.04.17.20069047,Apr 2020,216,NA,44
10.1101/2020.04.16.20068387,Apr 2020,889,NA,273
10.1101/2020.04.16.20068361,Apr 2020,186,NA,40
10.1101/2020.04.19.20071217,Apr 2020,994,NA,1082
10.1101/2020.04.18.20070896,Apr 2020,1053,NA,269
10.1101/2020.04.19.20071399,Apr 2020,2901,NA,468
10.1101/2020.04.19.20071944,Apr 2020,499,NA,175
10.1101/2020.04.18.20071019,Apr 2020,712,NA,283
10.1101/2020.04.21.20073072,Apr 2020,221,NA,41
10.1101/2020.04.19.20071803,Apr 2020,604,NA,126
10.1101/2020.04.18.20070714,Apr 2020,208,NA,27
10.1101/2020.04.17.20069930,Apr 2020,8408,NA,3758
10.1101/2020.04.18.20070565,Apr 2020,2079,NA,788
10.1101/2020.04.18.20070920,Apr 2020,3015,NA,1068
10.1101/2020.04.18.20070912,Apr 2020,9080,NA,36236
