doi,score,twitter,facebook,blogs,news,wikipedia,policies,published_doi,published_score,published_twitter,published_facebook,published_blogs,published_news,published_wikipedia,published_policies
10.1101/2020.04.21.20073494,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073536,4.2,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073544,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073668,4.55,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073700,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073734,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073759,15.75,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073791,7.1,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073833,408.8,573,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073890,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073916,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20073932,5.65,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074021,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074054,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074070,4,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074138,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074153,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074211,2.6,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074245,2.5,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074435,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074443,6.05,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074450,163.15,188,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074468,4.95,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074492,2.75,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074567,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074591,17.7,23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074633,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074641,1.35,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074666,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074724,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074732,40.5,15,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.20074757,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.21.771832,7.3,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.019661,2.1,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.021360,2.6,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.027532,1.75,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.028613,4.85,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.041087,23.2,48,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.043216,3.8,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.043422,3,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.044404,11.75,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.046565,3.85,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.047522,48.2,74,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.047670,13.8,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.047753,1.75,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.050385,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.050666,14.6,30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.051144,9.25,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.051672,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.052043,5.55,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.053165,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.053223,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.053546,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.053561,13.55,21,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.053868,3.85,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054064,72.55,120,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054114,2.1,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054239,27.55,48,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054338,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054379,3.25,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054502,2.85,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054536,7.5,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054551,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054569,1.5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054577,1.75,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054593,29.98,45,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054601,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054627,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054668,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054684,44.85,74,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054700,6.95,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054718,7.3,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054726,14.6,27,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054742,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054759,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054767,11.45,23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054783,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054791,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054825,2.75,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054858,8,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054866,20.9,35,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054882,3.95,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054890,2.75,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054908,8.4,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054940,5.55,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054973,3,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054981,24.05,37,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.054999,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055038,5.35,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055046,2.6,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055053,29.35,55,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055061,2.5,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055087,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055095,4,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055111,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055137,22.45,38,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055145,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055152,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055160,1.5,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055178,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055186,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055194,4.9,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055228,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055236,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055244,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055301,1.25,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055319,22.45,38,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055327,10.75,24,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055335,29.1,56,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055343,1.5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055376,9.35,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055384,12.4,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055418,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055426,22.7,37,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055442,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055459,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055483,5.45,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055517,23.25,38,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055533,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055558,2.75,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055574,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055590,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055608,51.95,80,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055624,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055632,3.7,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055681,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055699,1.75,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055715,13.25,24,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055731,2.5,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055764,17.4,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055772,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055780,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055822,2.6,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055855,12.65,21,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055863,8.65,18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055897,4.35,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055905,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055939,2.85,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055947,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055954,2.5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055962,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055970,4.2,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.055988,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056002,8.58,5,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056010,7.25,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056051,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056119,12.45,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056127,5.9,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056135,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056150,20.05,38,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056168,4.6,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056176,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056218,4.7,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056234,5.8,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056283,172.05,242,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056341,15.9,28,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056382,2.5,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056432,2.1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056440,8.85,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056473,18,33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056481,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056580,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056598,3.1,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056606,1.75,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056622,3.75,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056671,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056689,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056713,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056747,10.95,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056754,2.1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056762,3.75,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.056796,1.75,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20059808,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20069781,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20070441,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20071043,3.25,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20071050,3.7,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20071258,17.55,13,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20071407,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20071498,2.25,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20071555,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20072124,888.014,160,0,4,95,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20072371,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20072389,68.4,83,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20073551,342.3,531,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074286,2.5,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074336,56.02,68,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074351,41.95,59,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074369,15.25,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074500,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074690,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074898,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074914,98.1,142,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074948,3.75,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074955,1.35,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074963,45.3,81,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20074989,3.45,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075077,5.95,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075093,2.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075127,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075135,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075143,1.75,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075184,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075192,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075200,22.5,35,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075234,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075267,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075382,2.1,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075416,12.7,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075432,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075440,3.5,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075457,9.6,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075465,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075499,1.85,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075564,2.6,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075572,1.85,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075580,3.6,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075598,4.55,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075606,1.25,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075614,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075622,2.1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075630,1.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075648,4.1,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075663,6.55,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075671,11.6,18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075697,4.2,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075705,59.95,80,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075762,1.75,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075770,1.75,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075804,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075846,3.1,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075861,7.4,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20075986,41.95,40,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076018,76.346,52,0,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076026,3.25,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076034,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076091,164.4,224,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076117,223.85,453,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076141,25.58,28,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076158,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076166,30.95,28,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076190,8.75,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076281,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.22.20076430,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.23.032631,4.45,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.23.037242,14.95,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.23.041509,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.23.041749,9.9,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.23.043653,6.7,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.23.047100,6.65,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.23.048504,1.75,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.04.23.049056,2.1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
