doi,score,twitter,facebook,blogs,news,wikipedia,policies,published_doi,published_score,published_twitter,published_facebook,published_blogs,published_news,published_wikipedia,published_policies
10.1101/2020.02.24.963777,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.24.963785,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.24.963793,0.25,1,0,0,0,0,0,10.1039/c9an02503k,0,0,0,0,0,0,0
10.1101/2020.02.24.963801,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.24.963868,2.25,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.24.963876,2.35,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.24.963900,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.24.963918,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20017525,8.35,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20021568,648.21,1481,2,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20024398,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20024711,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20025643,28.48,27,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20026096,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20026369,3.75,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027177,2.25,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027433,55.9,73,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027615,3.45,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027664,227.528,168,0,2,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027672,11.4,18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027714,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027755,89.45,89,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027763,1.75,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027821,3.85,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027870,1.25,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027904,8.8,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027920,12.55,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20027953,130.2,151,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.20028043,275.15,347,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.951905,24.5,41,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.953067,2.5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.955179,18.05,29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.956623,6.05,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.956771,32.78,58,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.959577,91.63,123,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.960302,8.65,18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.960930,12.25,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.962068,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.962399,3.85,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.962589,11.3,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.962613,13.45,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.962704,25.2,44,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.963017,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.963272,15.5,26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.963314,6.05,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.963546,66.88,13,0,1,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.963884,36.35,64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.963926,3.35,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.963967,3.35,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.963975,3.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964007,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964015,2.5,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964056,4.45,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964064,1.5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964072,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964080,3,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964114,9.774,4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964122,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964148,4.2,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964155,19.4,31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964189,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964197,2,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964213,16.25,27,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964221,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964239,2.5,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964247,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964254,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964262,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964270,7.05,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964288,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964296,9.184,4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964304,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964312,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964320,2.25,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964338,8.75,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964353,4.95,10,0,0,0,0,0,10.1021/acs.jctc.0c00043,1.25,5,0,0,0,0,0
10.1101/2020.02.25.964361,9.68,7,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964379,8.3,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964403,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964411,5.25,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964429,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964445,16.08,19,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964452,11.9,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964460,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964478,7.58,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964528,16.55,31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964536,16.75,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964551,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964569,2.85,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964585,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964593,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964601,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964643,4.5,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964650,13.584,11,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964668,9.184,8,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964676,6.45,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964684,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964700,12.55,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964726,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964734,13,26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964759,0.5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964775,99.35,140,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964783,9,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964791,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964809,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964841,1.35,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964866,29.35,51,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964890,33.5,50,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964908,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964916,0.25,1,0,0,0,0,0,10.1016/j.gene.2020.144554,1,1,0,0,0,0,0
10.1101/2020.02.25.964924,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964932,7.684,2,0,1,0,0,0,10.1371/journal.pgen.1008731,0.5,2,0,0,0,0,0
10.1101/2020.02.25.964957,1.75,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964965,8.08,4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.964973,12.75,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965004,4.1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965038,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965046,8.05,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965061,9.95,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965095,4.75,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965103,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965137,2.35,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965194,25.6,35,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965210,16.15,27,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965236,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965277,8.184,3,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965285,4.85,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965293,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965301,2.1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965327,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965376,20.75,39,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965384,11,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965426,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965434,4.6,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965459,8.58,4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965475,11.484,9,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965517,18.45,29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965541,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965582,42.25,66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965590,129.8,172,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965665,17.3,32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965673,19.7,32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965699,7,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965731,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965764,7.7,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.25.965772,11.7,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20020420,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20024679,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20025700,1.25,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20026971,15.15,9,0,0,1,0,0,10.1016/j.cgh.2020.04.002,27.78,23,0,1,1,0,0
10.1101/2020.02.26.20026989,189.278,15,0,2,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20027409,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20027797,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20027805,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20027912,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20027938,122.65,131,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028076,14.3,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028084,1.85,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028092,15.25,29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028159,2.95,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028167,19.35,28,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028175,18.05,31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028191,83.038,64,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028217,3,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028225,228.3,273,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028266,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028274,2.75,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028308,2.7,6,0,0,0,0,0,10.1371/journal.pone.0231808,14.03,11,0,1,0,0,0
10.1101/2020.02.26.20028373,183.3,262,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028399,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028431,27.6,41,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028449,24,20,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028472,30.7,40,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028571,16.6,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.20028589,21.45,33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.939405,2.5,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.941922,5.8,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.947911,13.35,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.956680,10.9,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.960336,7.8,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.960443,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.961037,167.384,250,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.961938,3.25,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.961987,19.5,35,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.962373,8.5,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.962753,9.184,7,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.962936,25.7,41,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.962977,9.684,5,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.963199,7.35,23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.963322,6.65,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.963843,5.1,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.963991,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.964502,2.85,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.964510,12.3,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.964882,72.17,89,0,1,1,0,0,10.1038/s41586-020-2223-y,762.076,1172,0,2,33,0,0
10.1101/2020.02.26.964981,8.95,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965152,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965178,7.684,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965186,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965202,296.65,361,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965269,6.55,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965343,1.75,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965533,2.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965566,6.95,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965715,3,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965814,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965830,3.8,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965848,22.65,40,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965863,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965889,9.75,18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965905,14.3,26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965921,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965970,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.965988,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966002,4.25,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966085,26.9,47,0,0,0,0,0,10.1111/nph.16608,14.55,27,0,0,0,0,0
10.1101/2020.02.26.966093,9.434,4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966119,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966143,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966150,3.1,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966168,23.034,31,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966176,7.75,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966184,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966192,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966200,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966226,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966234,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966259,8.15,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966291,4.25,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966309,15.35,28,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966325,2.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966333,28.284,37,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966358,2.1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966366,1.25,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966374,2.6,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966390,7,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966416,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966424,1.75,6,0,0,0,0,0,10.1038/s41467-020-15448-w,4.7,8,0,0,0,0,0
10.1101/2020.02.26.966432,4.55,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966457,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966473,11.6,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966481,1.85,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966507,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966523,33.65,44,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966531,9,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966549,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966556,8.184,4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966564,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966580,4.95,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966606,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966614,11.3,17,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966622,11.95,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
